frame_idx,obj_id,tip_x,tip_y,base_x,base_y
667,1,585.0,647.0,1048.0,1199.0
667,2,805.0,470.0,102.0,39.0
668,1,572.0,648.0,1042.0,1199.0
668,2,811.0,463.0,109.0,37.0
669,1,561.0,648.0,1033.0,1199.0
669,2,815.0,461.0,114.0,31.0
670,1,551.0,649.0,1023.0,1199.0
670,2,818.0,459.0,115.0,30.0
671,1,536.0,652.0,1013.0,1199.0
671,2,821.0,456.0,118.0,30.0
672,1,520.0,654.0,1000.0,1199.0
672,2,821.0,459.0,115.0,25.0
673,1,510.0,652.0,993.0,1199.0
673,2,824.0,457.0,119.0,28.0
674,1,507.0,647.0,991.0,1199.0
674,2,824.0,461.0,119.0,26.0
675,1,504.0,640.0,995.0,1199.0
675,2,823.0,466.0,116.0,29.0
676,1,505.0,627.0,1000.0,1199.0
676,2,821.0,472.0,115.0,30.0
677,1,506.0,613.0,1011.0,1199.0
677,2,816.0,482.0,115.0,36.0
678,1,509.0,598.0,1017.0,1199.0
678,2,811.0,489.0,109.0,38.0
679,1,508.0,588.0,1023.0,1199.0
679,2,804.0,498.0,107.0,39.0
680,1,510.0,577.0,1027.0,1199.0
680,2,799.0,507.0,105.0,45.0
681,1,515.0,563.0,1035.0,1199.0
681,2,794.0,517.0,101.0,48.0
682,1,522.0,547.0,1049.0,1199.0
682,2,790.0,524.0,96.0,52.0
683,1,536.0,527.0,1071.0,1199.0
683,2,783.0,534.0,91.0,60.0
684,1,557.0,506.0,1096.0,1199.0
684,2,771.0,549.0,87.0,71.0
685,1,584.0,483.0,1122.0,1199.0
685,2,759.0,561.0,82.0,80.0
686,1,603.0,489.0,1146.0,1199.0
686,2,749.0,577.0,75.0,90.0
687,1,628.0,447.0,1171.0,1199.0
687,2,728.0,597.0,70.0,100.0
688,1,652.0,430.0,1196.0,1199.0
688,2,722.0,610.0,59.0,115.0
689,1,671.0,417.0,1226.0,1199.0
689,2,711.0,628.0,51.0,124.0
690,1,693.0,405.0,1246.0,1199.0
690,2,702.0,644.0,47.0,138.0
691,1,718.0,392.0,1267.0,1199.0
691,2,690.0,663.0,40.0,149.0
692,1,739.0,382.0,1287.0,1199.0
692,2,678.0,679.0,37.0,161.0
693,1,759.0,373.0,1308.0,1199.0
693,2,672.0,686.0,29.0,166.0
694,1,776.0,365.0,1322.0,1199.0
694,2,665.0,694.0,27.0,169.0
695,1,789.0,359.0,1337.0,1199.0
695,2,662.0,694.0,26.0,175.0
696,1,796.0,358.0,1345.0,1199.0
696,2,656.0,695.0,28.0,176.0
697,1,807.0,355.0,1355.0,1199.0
697,2,651.0,694.0,26.0,179.0
698,1,813.0,355.0,1361.0,1199.0
698,2,642.0,699.0,26.0,181.0
699,1,818.0,356.0,1366.0,1199.0
699,2,638.0,699.0,20.0,187.0
700,1,821.0,358.0,1371.0,1199.0
700,2,630.0,704.0,20.0,192.0
701,1,830.0,355.0,1378.0,1199.0
701,2,621.0,710.0,15.0,199.0
702,1,833.0,355.0,1379.0,1199.0
702,2,614.0,714.0,15.0,203.0
703,1,839.0,354.0,1382.0,1199.0
703,2,607.0,715.0,14.0,209.0
704,1,843.0,354.0,1385.0,1199.0
704,2,594.0,723.0,0.0,222.0
705,1,849.0,353.0,1390.0,1199.0
705,2,576.0,735.0,0.0,224.0
706,1,855.0,353.0,1393.0,1199.0
706,2,552.0,751.0,0.0,241.0
707,1,862.0,353.0,1396.0,1199.0
707,2,530.0,764.0,0.0,264.0
708,1,867.0,355.0,1400.0,1199.0
708,2,505.0,779.0,0.0,298.0
709,1,874.0,356.0,1404.0,1199.0
709,2,471.0,800.0,0.0,325.0
710,1,883.0,356.0,1409.0,1199.0
710,2,427.0,826.0,0.0,373.0
711,1,892.0,357.0,1413.0,1199.0
711,2,389.0,843.0,0.0,419.0
712,1,902.0,359.0,1417.0,1199.0
712,2,366.0,851.0,0.0,451.0
713,1,910.0,362.0,1419.0,1199.0
713,2,353.0,851.0,0.0,464.0
714,1,915.0,366.0,1422.0,1199.0
714,2,342.0,849.0,0.0,470.0
715,1,922.0,368.0,1420.0,1199.0
715,2,343.0,836.0,0.0,461.0
716,1,928.0,368.0,1428.0,1199.0
716,2,352.0,815.0,0.0,441.0
717,1,933.0,369.0,1429.0,1199.0
717,2,367.0,789.0,0.0,410.0
718,1,936.0,372.0,1428.0,1199.0
718,2,396.0,750.0,0.0,358.0
719,1,939.0,374.0,1423.0,1199.0
719,2,424.0,719.0,0.0,310.0
720,1,940.0,377.0,1419.0,1199.0
720,2,455.0,686.0,0.0,269.0
721,1,938.0,383.0,1419.0,1199.0
721,2,497.0,644.0,27.0,249.0
722,1,940.0,387.0,1419.0,1199.0
722,2,549.0,589.0,49.0,202.0
723,1,942.0,390.0,1416.0,1199.0
723,2,597.0,543.0,52.0,157.0
724,1,946.0,392.0,1415.0,1199.0
724,2,640.0,509.0,56.0,120.0
725,1,941.0,400.0,1411.0,1199.0
725,2,679.0,480.0,76.0,94.0
726,1,940.0,406.0,1406.0,1199.0
726,2,722.0,446.0,104.0,77.0
727,1,935.0,415.0,1397.0,1199.0
727,2,765.0,405.0,126.0,50.0
728,1,933.0,421.0,1388.0,1199.0
728,2,807.0,359.0,152.0,29.0
729,1,922.0,433.0,1377.0,1199.0
729,2,844.0,319.0,177.0,5.0
730,1,915.0,444.0,1366.0,1199.0
730,2,878.0,285.0,210.0,0.0
731,1,908.0,455.0,1353.0,1199.0
731,2,906.0,264.0,250.0,0.0
732,1,899.0,465.0,1338.0,1199.0
732,2,933.0,237.0,300.0,0.0
733,1,886.0,477.0,1323.0,1199.0
733,2,959.0,204.0,368.0,0.0
734,1,871.0,490.0,1305.0,1199.0
734,2,976.0,190.0,413.0,0.0
735,1,856.0,505.0,1286.0,1199.0
735,2,986.0,190.0,412.0,0.0
736,1,841.0,520.0,1271.0,1199.0
736,2,990.0,202.0,393.0,0.0
737,1,827.0,535.0,1256.0,1199.0
737,2,994.0,204.0,388.0,0.0
738,1,816.0,548.0,1239.0,1199.0
738,2,996.0,203.0,390.0,0.0
739,1,806.0,562.0,1226.0,1199.0
739,2,995.0,204.0,390.0,0.0
740,1,801.0,573.0,1214.0,1199.0
740,2,994.0,199.0,402.0,0.0
741,1,785.0,590.0,1199.0,1199.0
741,2,993.0,193.0,417.0,0.0
742,1,772.0,605.0,1187.0,1199.0
742,2,993.0,185.0,424.0,0.0
743,1,761.0,618.0,1221.0,1183.0
743,2,990.0,186.0,424.0,0.0
744,1,754.0,627.0,1215.0,1196.0
744,2,986.0,189.0,420.0,0.0
745,1,747.0,636.0,1215.0,1199.0
745,2,983.0,190.0,411.0,0.0
746,1,738.0,645.0,1211.0,1199.0
746,2,978.0,195.0,407.0,0.0
747,1,728.0,656.0,1207.0,1199.0
747,2,977.0,194.0,409.0,0.0
748,1,715.0,664.0,1197.0,1199.0
748,2,973.0,202.0,395.0,0.0
749,1,699.0,668.0,1184.0,1199.0
749,2,971.0,208.0,381.0,0.0
750,1,676.0,671.0,1169.0,1199.0
750,2,967.0,219.0,363.0,0.0
751,1,657.0,671.0,1157.0,1199.0
751,2,962.0,232.0,331.0,0.0
752,1,642.0,669.0,1147.0,1199.0
752,2,958.0,243.0,312.0,0.0
753,1,632.0,664.0,1141.0,1199.0
753,2,955.0,250.0,293.0,0.0
754,1,629.0,653.0,1143.0,1199.0
754,2,949.0,263.0,273.0,0.0
755,1,631.0,637.0,1146.0,1199.0
755,2,943.0,275.0,251.0,0.0
756,1,633.0,620.0,1150.0,1199.0
756,2,938.0,285.0,235.0,0.0
757,1,640.0,599.0,1159.0,1195.0
757,2,933.0,293.0,222.0,0.0
758,1,639.0,584.0,1165.0,1193.0
758,2,928.0,302.0,210.0,0.0
759,1,644.0,566.0,1171.0,1180.0
759,2,920.0,321.0,183.0,0.0
760,1,653.0,548.0,1140.0,1199.0
760,2,912.0,337.0,178.0,0.0
761,1,658.0,536.0,1152.0,1199.0
761,2,905.0,349.0,164.0,7.0
762,1,665.0,524.0,1166.0,1199.0
762,2,896.0,368.0,155.0,18.0
763,1,678.0,508.0,1180.0,1199.0
763,2,891.0,379.0,149.0,21.0
764,1,687.0,494.0,1193.0,1199.0
764,2,888.0,386.0,148.0,21.0
765,1,695.0,481.0,1205.0,1199.0
765,2,884.0,391.0,141.0,26.0
766,1,705.0,468.0,1218.0,1199.0
766,2,878.0,397.0,142.0,34.0
767,1,721.0,454.0,1234.0,1199.0
767,2,865.0,415.0,129.0,38.0
768,1,739.0,441.0,1247.0,1199.0
768,2,852.0,432.0,118.0,50.0
769,1,752.0,433.0,1263.0,1199.0
769,2,841.0,443.0,115.0,53.0
770,1,770.0,420.0,1280.0,1199.0
770,2,818.0,424.0,108.0,56.0
771,1,785.0,413.0,1294.0,1199.0
771,2,779.0,424.0,109.0,60.0
772,1,806.0,403.0,1315.0,1199.0
772,2,797.0,461.0,94.0,74.0
773,1,826.0,396.0,1331.0,1199.0
773,2,766.0,480.0,82.0,94.0
774,1,847.0,389.0,1352.0,1199.0
774,2,733.0,499.0,65.0,108.0
775,1,865.0,384.0,1367.0,1199.0
775,2,706.0,508.0,59.0,121.0
776,1,883.0,380.0,1385.0,1199.0
776,2,683.0,508.0,53.0,124.0
777,1,902.0,376.0,1396.0,1199.0
777,2,660.0,508.0,48.0,138.0
778,1,916.0,376.0,1415.0,1199.0
778,2,636.0,508.0,39.0,143.0
779,1,931.0,376.0,1424.0,1199.0
779,2,612.0,508.0,40.0,153.0
780,1,947.0,376.0,1439.0,1199.0
780,2,583.0,519.0,39.0,180.0
781,1,964.0,375.0,1455.0,1196.0
781,2,546.0,541.0,32.0,207.0
782,1,978.0,376.0,1462.0,1199.0
782,2,509.0,567.0,0.0,231.0
783,1,994.0,375.0,1468.0,1199.0
783,2,478.0,589.0,0.0,247.0
784,1,1008.0,376.0,1481.0,1199.0
784,2,452.0,607.0,0.0,274.0
785,1,1018.0,380.0,1488.0,1199.0
785,2,424.0,630.0,0.0,307.0
786,1,1028.0,384.0,1492.0,1199.0
786,2,391.0,657.0,0.0,352.0
787,1,1046.0,383.0,1511.0,1193.0
787,2,349.0,693.0,0.0,399.0
788,1,1059.0,385.0,1510.0,1181.0
788,2,311.0,728.0,0.0,458.0
789,1,1075.0,386.0,1517.0,1173.0
789,2,274.0,761.0,0.0,507.0
790,1,1091.0,387.0,1528.0,1155.0
790,2,246.0,786.0,0.0,555.0
791,1,1112.0,386.0,1534.0,1145.0
791,2,220.0,808.0,0.0,594.0
792,1,1134.0,388.0,1547.0,1128.0
792,2,178.0,845.0,0.0,660.0
793,1,1159.0,387.0,1585.0,1090.0
793,2,140.0,876.0,0.0,724.0
794,1,1181.0,384.0,1599.0,1118.0
794,2,115.0,897.0,0.0,769.0
795,1,1201.0,381.0,1599.0,1100.0
795,2,95.0,909.0,0.0,792.0
796,1,1220.0,379.0,1599.0,1071.0
796,2,86.0,916.0,0.0,809.0
797,1,1243.0,376.0,1599.0,1028.0
797,2,80.0,921.0,0.0,818.0
798,1,1271.0,369.0,1599.0,980.0
798,2,77.0,925.0,0.0,824.0
799,1,1293.0,364.0,1599.0,928.0
799,2,78.0,927.0,0.0,825.0
800,1,1308.0,359.0,1599.0,895.0
800,2,77.0,928.0,0.0,827.0
801,1,1320.0,355.0,1599.0,867.0
801,2,67.0,940.0,0.0,852.0
802,1,1328.0,353.0,1599.0,851.0
802,2,55.0,955.0,0.0,883.0
803,1,1335.0,354.0,1599.0,836.0
803,2,38.0,964.0,0.0,908.0
804,1,1345.0,354.0,1599.0,826.0
804,2,28.0,974.0,0.0,927.0
805,1,1353.0,356.0,1599.0,811.0
805,2,16.0,982.0,0.0,933.0
806,1,1365.0,355.0,1599.0,795.0
806,2,14.0,984.0,0.0,936.0
807,1,1370.0,356.0,1599.0,787.0
807,2,25.0,981.0,0.0,936.0
808,1,1372.0,358.0,1599.0,785.0
808,2,28.0,980.0,0.0,928.0
809,1,1376.0,358.0,1599.0,785.0
810,1,1377.0,361.0,1599.0,785.0
811,1,1379.0,364.0,1599.0,785.0
812,1,1381.0,367.0,1599.0,785.0
813,1,1378.0,372.0,1599.0,794.0
814,1,1372.0,378.0,1599.0,816.0
815,1,1362.0,386.0,1599.0,841.0
816,1,1347.0,397.0,1599.0,877.0
817,1,1334.0,408.0,1599.0,915.0
818,1,1327.0,416.0,1599.0,946.0
819,1,1318.0,424.0,1599.0,982.0
820,1,1304.0,434.0,1599.0,1019.0
821,1,1283.0,447.0,1599.0,1062.0
822,1,1263.0,460.0,1599.0,1117.0
823,1,1240.0,475.0,1599.0,1174.0
823,2,77.0,972.0,0.0,869.0
824,1,1222.0,488.0,1599.0,1174.0
824,2,92.0,966.0,0.0,845.0
825,1,1207.0,498.0,1584.0,1193.0
825,2,109.0,958.0,0.0,823.0
826,1,1200.0,503.0,1546.0,1146.0
826,2,130.0,948.0,0.0,790.0
827,1,1184.0,513.0,1586.0,1193.0
827,2,157.0,934.0,0.0,751.0
828,1,1167.0,522.0,1535.0,1165.0
828,2,182.0,921.0,0.0,719.0
829,1,1151.0,529.0,1554.0,1192.0
829,2,205.0,905.0,0.0,679.0
830,1,1131.0,537.0,1548.0,1194.0
830,2,229.0,892.0,0.0,646.0
831,1,1110.0,546.0,1523.0,1193.0
831,2,246.0,885.0,0.0,627.0
832,1,1088.0,554.0,1492.0,1192.0
832,2,267.0,874.0,0.0,604.0
833,1,1068.0,561.0,1490.0,1199.0
833,2,287.0,864.0,0.0,581.0
834,1,1049.0,568.0,1482.0,1199.0
834,2,306.0,855.0,0.0,561.0
835,1,1034.0,574.0,1468.0,1199.0
835,2,325.0,845.0,0.0,533.0
836,1,1016.0,582.0,1459.0,1199.0
836,2,346.0,835.0,0.0,506.0
837,1,1001.0,587.0,1441.0,1199.0
837,2,374.0,817.0,0.0,483.0
838,1,978.0,596.0,1426.0,1199.0
838,2,397.0,803.0,0.0,452.0
839,1,959.0,603.0,1407.0,1199.0
839,2,409.0,803.0,0.0,445.0
840,1,947.0,607.0,1392.0,1199.0
840,2,420.0,803.0,0.0,437.0
841,1,931.0,614.0,1376.0,1199.0
841,2,436.0,799.0,0.0,423.0
842,1,915.0,621.0,1363.0,1199.0
842,2,450.0,795.0,0.0,414.0
843,1,899.0,629.0,1347.0,1199.0
843,2,463.0,794.0,0.0,400.0
844,1,884.0,635.0,1333.0,1199.0
844,2,475.0,789.0,0.0,390.0
845,1,870.0,639.0,1320.0,1199.0
845,2,491.0,783.0,0.0,375.0
846,1,849.0,648.0,1301.0,1199.0
846,2,504.0,780.0,0.0,359.0
847,1,829.0,656.0,1282.0,1199.0
847,2,517.0,775.0,0.0,349.0
848,1,813.0,661.0,1263.0,1199.0
848,2,529.0,768.0,0.0,342.0
849,1,804.0,663.0,1258.0,1199.0
849,2,538.0,762.0,0.0,334.0
850,1,797.0,665.0,1252.0,1199.0
850,2,546.0,756.0,0.0,320.0
851,1,794.0,664.0,1250.0,1199.0
851,2,560.0,743.0,0.0,310.0
852,1,791.0,663.0,1247.0,1199.0
852,2,571.0,734.0,0.0,292.0
853,1,785.0,664.0,1247.0,1199.0
853,2,579.0,728.0,0.0,283.0
854,1,781.0,663.0,1247.0,1199.0
854,2,586.0,723.0,0.0,276.0
855,1,782.0,658.0,1249.0,1199.0
855,2,592.0,718.0,0.0,272.0
856,1,781.0,654.0,1251.0,1199.0
856,2,596.0,716.0,0.0,267.0
857,1,779.0,651.0,1250.0,1199.0
857,2,602.0,713.0,0.0,263.0
858,1,772.0,651.0,1245.0,1199.0
858,2,612.0,706.0,0.0,252.0
859,1,764.0,651.0,1240.0,1199.0
859,2,622.0,699.0,0.0,240.0
860,1,754.0,652.0,1228.0,1199.0
860,2,631.0,694.0,0.0,233.0
861,1,746.0,652.0,1224.0,1199.0
861,2,640.0,690.0,0.0,227.0
862,1,739.0,652.0,1219.0,1199.0
862,2,649.0,685.0,0.0,220.0
863,1,733.0,652.0,1215.0,1199.0
863,2,659.0,681.0,0.0,213.0
864,1,728.0,651.0,1207.0,1199.0
864,2,667.0,680.0,0.0,209.0
865,1,718.0,653.0,1198.0,1199.0
865,2,677.0,676.0,0.0,208.0
866,1,711.0,653.0,1194.0,1199.0
866,2,684.0,674.0,8.0,203.0
867,1,704.0,653.0,1191.0,1199.0
867,2,690.0,672.0,4.0,199.0
868,1,702.0,651.0,1188.0,1199.0
868,2,694.0,673.0,7.0,194.0
869,1,703.0,647.0,1188.0,1199.0
869,2,697.0,677.0,7.0,195.0
870,1,702.0,645.0,1188.0,1199.0
870,2,702.0,682.0,0.0,192.0
871,1,701.0,644.0,1188.0,1199.0
871,2,705.0,690.0,0.0,194.0
872,1,698.0,645.0,1188.0,1199.0
872,2,711.0,691.0,0.0,196.0
873,1,698.0,644.0,1188.0,1199.0
873,2,715.0,691.0,4.0,194.0
874,1,698.0,644.0,1190.0,1199.0
874,2,719.0,691.0,7.0,191.0
875,1,700.0,643.0,1191.0,1199.0
875,2,723.0,691.0,7.0,190.0
876,1,702.0,644.0,1187.0,1199.0
876,2,724.0,687.0,9.0,189.0
877,1,690.0,652.0,1184.0,1199.0
877,2,728.0,672.0,19.0,180.0
878,1,684.0,655.0,1173.0,1199.0
878,2,752.0,667.0,19.0,172.0
879,1,677.0,659.0,1169.0,1199.0
879,2,760.0,658.0,21.0,165.0
880,1,671.0,663.0,1167.0,1199.0
880,2,767.0,648.0,24.0,161.0
881,1,672.0,661.0,1165.0,1199.0
881,2,774.0,636.0,31.0,152.0
882,1,664.0,665.0,1163.0,1199.0
882,2,781.0,626.0,36.0,146.0
883,1,659.0,666.0,1155.0,1199.0
883,2,793.0,609.0,40.0,133.0
884,1,645.0,673.0,1147.0,1199.0
884,2,803.0,593.0,49.0,124.0
885,1,634.0,678.0,1141.0,1199.0
885,2,815.0,573.0,55.0,114.0
886,1,627.0,681.0,1134.0,1199.0
886,2,821.0,560.0,61.0,108.0
887,1,620.0,685.0,1129.0,1199.0
887,2,821.0,556.0,61.0,102.0
888,1,613.0,689.0,1123.0,1199.0
888,2,821.0,551.0,62.0,102.0
889,1,605.0,692.0,1113.0,1199.0
889,2,820.0,547.0,64.0,99.0
890,1,596.0,695.0,1105.0,1199.0
890,2,819.0,545.0,61.0,97.0
891,1,589.0,696.0,1097.0,1199.0
891,2,819.0,543.0,65.0,96.0
892,1,584.0,695.0,1096.0,1199.0
892,2,819.0,543.0,61.0,95.0
893,1,578.0,695.0,1088.0,1199.0
893,2,820.0,542.0,59.0,92.0
894,1,572.0,696.0,1085.0,1199.0
894,2,821.0,542.0,61.0,95.0
895,1,566.0,697.0,1079.0,1199.0
895,2,819.0,546.0,59.0,95.0
896,1,565.0,695.0,1078.0,1199.0
896,2,818.0,546.0,61.0,96.0
897,1,561.0,696.0,1080.0,1199.0
897,2,818.0,541.0,60.0,94.0
898,1,561.0,695.0,1071.0,1199.0
898,2,817.0,537.0,65.0,95.0
899,1,560.0,697.0,1071.0,1199.0
899,2,816.0,530.0,70.0,87.0
900,1,564.0,697.0,1073.0,1196.0
900,2,813.0,519.0,70.0,82.0
901,1,565.0,701.0,1073.0,1196.0
901,2,809.0,504.0,78.0,78.0
902,1,571.0,703.0,1078.0,1196.0
902,2,801.0,490.0,79.0,69.0
903,1,579.0,703.0,1083.0,1199.0
903,2,793.0,475.0,88.0,69.0
904,1,586.0,704.0,1090.0,1199.0
904,2,784.0,457.0,92.0,64.0
905,1,597.0,704.0,1100.0,1196.0
905,2,772.0,440.0,101.0,58.0
906,1,608.0,703.0,1109.0,1199.0
906,2,766.0,419.0,109.0,50.0
907,1,618.0,703.0,1119.0,1199.0
907,2,763.0,395.0,121.0,40.0
908,1,629.0,701.0,1127.0,1199.0
908,2,763.0,371.0,128.0,29.0
909,1,638.0,700.0,1137.0,1199.0
909,2,762.0,358.0,141.0,22.0
910,1,647.0,698.0,1142.0,1199.0
910,2,765.0,344.0,147.0,16.0
911,1,655.0,696.0,1154.0,1199.0
911,2,765.0,327.0,158.0,7.0
912,1,670.0,688.0,1171.0,1199.0
912,2,767.0,297.0,176.0,0.0
913,1,690.0,674.0,1191.0,1199.0
913,2,766.0,269.0,211.0,0.0
914,1,711.0,658.0,1222.0,1199.0
914,2,764.0,246.0,230.0,0.0
915,1,744.0,630.0,1258.0,1199.0
915,2,762.0,227.0,256.0,0.0
916,1,791.0,588.0,1302.0,1199.0
916,2,757.0,217.0,269.0,0.0
917,1,841.0,539.0,1335.0,1199.0
917,2,753.0,208.0,280.0,0.0
918,1,891.0,489.0,1374.0,1199.0
918,2,751.0,200.0,291.0,0.0
919,1,941.0,437.0,1413.0,1199.0
919,2,750.0,194.0,298.0,0.0
920,1,978.0,398.0,1437.0,1194.0
920,2,749.0,194.0,299.0,0.0
921,1,1016.0,357.0,1423.0,1199.0
921,2,749.0,195.0,295.0,0.0
922,1,1046.0,318.0,1441.0,1199.0
922,2,749.0,199.0,290.0,0.0
923,1,1071.0,285.0,1444.0,1199.0
923,2,750.0,202.0,285.0,0.0
924,1,1070.0,268.0,1444.0,1199.0
924,2,751.0,206.0,277.0,0.0
925,1,1048.0,263.0,1440.0,1199.0
925,2,753.0,208.0,274.0,0.0
926,1,1030.0,255.0,1428.0,1199.0
926,2,754.0,209.0,274.0,0.0
927,1,1016.0,243.0,1420.0,1199.0
927,2,754.0,209.0,274.0,0.0
928,1,1005.0,230.0,1416.0,1199.0
928,2,753.0,209.0,274.0,0.0
929,1,996.0,218.0,1421.0,1199.0
929,2,750.0,209.0,273.0,0.0
930,1,981.0,212.0,1421.0,1199.0
930,2,749.0,204.0,273.0,0.0
931,1,959.0,212.0,1416.0,1199.0
931,2,745.0,204.0,274.0,0.0
932,1,939.0,210.0,1401.0,1199.0
932,2,742.0,199.0,281.0,0.0
933,1,926.0,205.0,1397.0,1199.0
933,2,739.0,195.0,285.0,0.0
934,1,924.0,196.0,1396.0,1199.0
934,2,736.0,190.0,290.0,0.0
935,1,921.0,183.0,1334.0,1071.0
935,2,732.0,189.0,294.0,0.0
936,1,918.0,168.0,1312.0,1015.0
936,2,730.0,185.0,295.0,0.0
937,1,904.0,160.0,1290.0,988.0
937,2,727.0,185.0,292.0,0.0
938,1,888.0,156.0,1271.0,966.0
938,2,724.0,184.0,291.0,0.0
939,1,879.0,154.0,1253.0,954.0
939,2,721.0,181.0,291.0,0.0
940,1,884.0,149.0,1247.0,959.0
940,2,716.0,179.0,294.0,0.0
941,1,902.0,141.0,1260.0,988.0
941,2,711.0,175.0,295.0,0.0
942,1,920.0,135.0,1280.0,1030.0
942,2,704.0,176.0,289.0,0.0
943,1,927.0,134.0,1284.0,1051.0
943,2,696.0,176.0,279.0,0.0
944,1,922.0,133.0,1284.0,1063.0
944,2,686.0,176.0,266.0,0.0
945,1,925.0,126.0,1284.0,1065.0
945,2,672.0,180.0,250.0,0.0
946,1,933.0,119.0,1284.0,1065.0
946,2,657.0,184.0,235.0,0.0
947,1,940.0,116.0,1284.0,1054.0
947,2,640.0,190.0,209.0,0.0
948,1,947.0,114.0,1284.0,1043.0
948,2,627.0,189.0,197.0,0.0
949,1,951.0,114.0,1279.0,1019.0
949,2,615.0,191.0,191.0,0.0
950,1,951.0,119.0,1278.0,1001.0
950,2,603.0,199.0,176.0,0.0
951,1,965.0,123.0,1278.0,974.0
951,2,592.0,212.0,162.0,5.0
952,1,981.0,128.0,1278.0,948.0
952,2,579.0,232.0,146.0,23.0
953,1,994.0,132.0,1278.0,926.0
953,2,561.0,261.0,133.0,39.0
954,1,1005.0,136.0,1278.0,899.0
954,2,545.0,288.0,112.0,61.0
955,1,1020.0,138.0,1285.0,896.0
955,2,528.0,318.0,92.0,78.0
956,1,1026.0,147.0,1297.0,913.0
956,2,522.0,336.0,77.0,86.0
957,1,1022.0,159.0,1303.0,939.0
957,2,526.0,343.0,74.0,90.0
958,1,1013.0,171.0,1309.0,972.0
958,2,527.0,354.0,73.0,96.0
959,1,1005.0,184.0,1315.0,1014.0
959,2,527.0,365.0,71.0,102.0
960,1,1002.0,196.0,1333.0,1066.0
960,2,525.0,380.0,61.0,109.0
961,1,1000.0,209.0,1353.0,1136.0
961,2,521.0,399.0,51.0,121.0
962,1,995.0,222.0,1384.0,1196.0
962,2,521.0,411.0,43.0,128.0
963,1,983.0,237.0,1393.0,1199.0
963,2,523.0,422.0,43.0,131.0
964,1,966.0,253.0,1397.0,1199.0
964,2,526.0,433.0,38.0,137.0
965,1,944.0,269.0,1386.0,1199.0
965,2,530.0,445.0,37.0,142.0
966,1,916.0,291.0,1371.0,1199.0
966,2,535.0,457.0,35.0,147.0
967,1,890.0,311.0,1355.0,1199.0
967,2,542.0,466.0,36.0,152.0
968,1,869.0,334.0,1340.0,1199.0
968,2,546.0,480.0,34.0,156.0
969,1,847.0,354.0,1330.0,1199.0
969,2,554.0,486.0,35.0,160.0
970,1,821.0,380.0,1319.0,1199.0
970,2,565.0,492.0,35.0,155.0
971,1,803.0,399.0,1311.0,1199.0
971,2,579.0,493.0,39.0,148.0
972,1,771.0,425.0,1304.0,1199.0
972,2,591.0,495.0,37.0,145.0
973,1,769.0,429.0,1292.0,1199.0
973,2,602.0,494.0,43.0,143.0
974,1,745.0,447.0,1277.0,1199.0
974,2,611.0,494.0,44.0,138.0
975,1,735.0,460.0,1258.0,1199.0
975,2,618.0,495.0,46.0,137.0
976,1,726.0,474.0,1241.0,1199.0
976,2,620.0,502.0,40.0,139.0
977,1,712.0,489.0,1228.0,1199.0
977,2,624.0,503.0,45.0,138.0
978,1,710.0,493.0,1223.0,1199.0
978,2,628.0,502.0,44.0,138.0
979,1,707.0,497.0,1218.0,1199.0
979,2,634.0,499.0,48.0,132.0
980,1,707.0,498.0,1216.0,1199.0
980,2,636.0,500.0,44.0,131.0
981,1,705.0,500.0,1211.0,1199.0
981,2,638.0,499.0,45.0,128.0
982,1,700.0,503.0,1203.0,1199.0
982,2,637.0,499.0,46.0,130.0
983,1,693.0,508.0,1192.0,1199.0
983,2,637.0,499.0,45.0,131.0
984,1,691.0,510.0,1185.0,1199.0
984,2,635.0,504.0,41.0,130.0
985,1,688.0,510.0,1179.0,1199.0
985,2,637.0,504.0,41.0,132.0
986,1,681.0,512.0,1171.0,1199.0
986,2,636.0,507.0,43.0,136.0
987,1,673.0,513.0,1154.0,1199.0
987,2,635.0,508.0,40.0,134.0
988,1,657.0,517.0,1139.0,1199.0
988,2,634.0,508.0,33.0,131.0
989,1,639.0,523.0,1118.0,1199.0
989,2,631.0,510.0,36.0,137.0
990,1,620.0,530.0,1097.0,1199.0
990,2,628.0,513.0,37.0,135.0
991,1,602.0,536.0,1076.0,1199.0
991,2,628.0,512.0,37.0,136.0
992,1,583.0,539.0,1061.0,1199.0
992,2,626.0,512.0,35.0,138.0
993,1,567.0,538.0,1084.0,1175.0
993,2,625.0,507.0,35.0,136.0
994,1,562.0,530.0,1085.0,1193.0
994,2,623.0,503.0,33.0,132.0
995,1,559.0,521.0,1085.0,1199.0
995,2,621.0,503.0,36.0,136.0
996,1,560.0,508.0,1087.0,1199.0
996,2,618.0,504.0,34.0,133.0
997,1,563.0,492.0,1092.0,1199.0
997,2,619.0,500.0,37.0,138.0
998,1,565.0,480.0,1097.0,1199.0
998,2,608.0,490.0,40.0,137.0
999,1,561.0,480.0,1096.0,1199.0
999,2,609.0,499.0,39.0,138.0
1000,1,585.0,460.0,1096.0,1199.0
1000,2,613.0,495.0,39.0,138.0
1001,1,578.0,447.0,1096.0,1199.0
1001,2,608.0,499.0,38.0,138.0
1002,1,577.0,441.0,1096.0,1199.0
1002,2,609.0,498.0,37.0,136.0
1003,1,583.0,432.0,1096.0,1199.0
1003,2,608.0,499.0,34.0,133.0
1004,1,587.0,428.0,1094.0,1199.0
1004,2,609.0,496.0,34.0,137.0
