frame_idx,obj_id,tip_x,tip_y,base_x,base_y
334,2,900.0,513.0,161.0,6.0
335,1,837.0,461.0,1599.0,991.0
335,2,835.0,464.0,164.0,0.0
336,1,821.0,470.0,1599.0,1002.0
336,2,853.0,462.0,165.0,4.0
337,1,809.0,482.0,1599.0,1017.0
337,2,877.0,475.0,161.0,0.0
338,1,795.0,494.0,1599.0,1032.0
338,2,900.0,494.0,166.0,0.0
339,1,783.0,502.0,1599.0,1043.0
339,2,900.0,500.0,169.0,0.0
340,1,772.0,511.0,1599.0,1048.0
340,2,902.0,494.0,171.0,0.0
341,1,759.0,521.0,1599.0,1065.0
341,2,902.0,492.0,173.0,0.0
342,1,752.0,522.0,1599.0,1074.0
342,2,902.0,491.0,173.0,0.0
343,1,741.0,532.0,1599.0,1077.0
343,2,902.0,489.0,174.0,0.0
344,1,735.0,531.0,1599.0,1084.0
344,2,902.0,485.0,177.0,0.0
345,1,731.0,531.0,1599.0,1083.0
345,2,901.0,480.0,177.0,0.0
346,1,725.0,534.0,1599.0,1084.0
346,2,898.0,475.0,180.0,0.0
347,1,720.0,535.0,1599.0,1083.0
347,2,896.0,467.0,189.0,0.0
348,1,714.0,539.0,1599.0,1087.0
348,2,893.0,457.0,191.0,0.0
349,1,707.0,542.0,1599.0,1089.0
349,2,890.0,444.0,200.0,0.0
350,1,701.0,541.0,1599.0,1083.0
350,2,884.0,431.0,207.0,0.0
351,1,696.0,539.0,1599.0,1081.0
351,2,879.0,413.0,216.0,0.0
352,1,694.0,536.0,1599.0,1076.0
352,2,871.0,394.0,233.0,0.0
353,1,697.0,520.0,1599.0,1071.0
353,2,864.0,372.0,251.0,0.0
354,1,699.0,503.0,1599.0,1063.0
354,2,857.0,345.0,276.0,0.0
355,1,702.0,483.0,1599.0,1054.0
355,2,847.0,316.0,301.0,0.0
356,1,709.0,456.0,1599.0,1047.0
356,2,839.0,291.0,324.0,0.0
357,1,714.0,431.0,1599.0,1032.0
357,2,829.0,269.0,346.0,0.0
358,1,726.0,399.0,1599.0,1018.0
358,2,821.0,244.0,367.0,0.0
359,1,742.0,362.0,1599.0,991.0
359,2,813.0,224.0,390.0,0.0
360,1,758.0,326.0,1599.0,966.0
360,2,806.0,204.0,407.0,0.0
361,1,771.0,297.0,1599.0,952.0
361,2,799.0,189.0,426.0,0.0
362,1,782.0,274.0,1599.0,943.0
362,2,794.0,176.0,441.0,0.0
363,1,792.0,254.0,1599.0,930.0
363,2,790.0,165.0,452.0,0.0
364,1,803.0,237.0,1599.0,922.0
364,2,786.0,156.0,462.0,0.0
365,1,815.0,223.0,1599.0,910.0
365,2,781.0,150.0,468.0,0.0
366,1,830.0,213.0,1599.0,897.0
366,2,779.0,142.0,472.0,0.0
367,1,869.0,180.0,1599.0,867.0
367,2,775.0,141.0,473.0,0.0
368,1,972.0,84.0,1599.0,817.0
368,2,773.0,138.0,472.0,0.0
369,1,1060.0,0.0,1599.0,726.0
369,2,770.0,139.0,470.0,0.0
370,1,1159.0,0.0,1599.0,676.0
370,2,766.0,145.0,465.0,0.0
371,1,1157.0,0.0,1599.0,677.0
371,2,765.0,148.0,459.0,0.0
372,1,1172.0,0.0,1599.0,675.0
372,2,765.0,152.0,450.0,0.0
373,1,1193.0,0.0,1599.0,675.0
373,2,765.0,157.0,441.0,0.0
374,1,1206.0,0.0,1599.0,684.0
374,2,766.0,162.0,435.0,0.0
375,1,1220.0,0.0,1599.0,696.0
375,2,769.0,166.0,429.0,0.0
376,1,1225.0,0.0,1599.0,715.0
376,2,771.0,170.0,424.0,0.0
377,1,1216.0,0.0,1599.0,742.0
377,2,771.0,176.0,420.0,0.0
378,1,1198.0,0.0,1599.0,779.0
378,2,772.0,181.0,414.0,0.0
379,1,1180.0,0.0,1599.0,805.0
379,2,777.0,181.0,413.0,0.0
380,1,1155.0,0.0,1599.0,841.0
380,2,777.0,183.0,409.0,0.0
381,1,1131.0,0.0,1599.0,866.0
381,2,777.0,185.0,411.0,0.0
382,1,1122.0,0.0,1599.0,880.0
382,2,776.0,187.0,407.0,0.0
383,1,1123.0,0.0,1599.0,900.0
383,2,777.0,189.0,408.0,0.0
384,1,1114.0,0.0,1599.0,917.0
384,2,778.0,189.0,404.0,0.0
385,1,1097.0,0.0,1599.0,954.0
385,2,780.0,189.0,406.0,0.0
386,1,1086.0,0.0,1599.0,995.0
386,2,780.0,190.0,405.0,0.0
387,1,1074.0,0.0,1599.0,1032.0
387,2,780.0,190.0,405.0,0.0
388,1,1057.0,0.0,1599.0,1054.0
388,2,778.0,194.0,402.0,0.0
389,1,1046.0,0.0,1599.0,1077.0
389,2,781.0,193.0,403.0,0.0
390,1,1040.0,7.0,1592.0,1079.0
390,2,781.0,195.0,398.0,0.0
391,1,1034.0,16.0,1591.0,1081.0
391,2,781.0,199.0,398.0,0.0
392,1,1027.0,25.0,1590.0,1091.0
392,2,782.0,199.0,393.0,0.0
393,1,1015.0,35.0,1578.0,1103.0
393,2,781.0,203.0,388.0,0.0
394,1,1008.0,42.0,1571.0,1112.0
394,2,781.0,207.0,383.0,0.0
395,1,996.0,56.0,1560.0,1124.0
395,2,782.0,209.0,379.0,0.0
396,1,976.0,80.0,1546.0,1138.0
396,2,783.0,213.0,374.0,0.0
397,1,952.0,110.0,1534.0,1157.0
397,2,783.0,218.0,369.0,0.0
398,1,924.0,144.0,1515.0,1172.0
398,2,784.0,221.0,364.0,0.0
399,1,902.0,170.0,1505.0,1185.0
399,2,784.0,225.0,361.0,0.0
400,1,889.0,185.0,1495.0,1193.0
400,2,784.0,231.0,353.0,0.0
401,1,882.0,200.0,1485.0,1193.0
401,2,785.0,238.0,342.0,0.0
402,1,879.0,213.0,1466.0,1199.0
402,2,786.0,244.0,334.0,0.0
403,1,890.0,219.0,1470.0,1194.0
403,2,788.0,250.0,326.0,0.0
404,1,911.0,220.0,1484.0,1192.0
404,2,790.0,255.0,320.0,0.0
405,1,943.0,218.0,1459.0,1199.0
405,2,789.0,264.0,311.0,0.0
406,1,973.0,219.0,1480.0,1193.0
406,2,790.0,270.0,305.0,0.0
407,1,1007.0,218.0,1478.0,1194.0
407,2,790.0,276.0,293.0,0.0
408,1,1029.0,215.0,1482.0,1194.0
408,2,790.0,283.0,287.0,0.0
409,1,1025.0,221.0,1462.0,1199.0
409,2,791.0,288.0,280.0,0.0
410,1,1002.0,244.0,1454.0,1199.0
410,2,792.0,292.0,275.0,0.0
411,1,984.0,263.0,1438.0,1199.0
411,2,793.0,297.0,267.0,0.0
412,1,971.0,271.0,1428.0,1199.0
412,2,792.0,306.0,261.0,0.0
413,1,965.0,280.0,1426.0,1199.0
413,2,794.0,312.0,253.0,0.0
414,1,967.0,288.0,1428.0,1199.0
414,2,796.0,321.0,242.0,0.0
415,1,966.0,292.0,1420.0,1199.0
415,2,796.0,334.0,227.0,0.0
416,1,965.0,298.0,1416.0,1199.0
416,2,797.0,346.0,216.0,0.0
417,1,959.0,306.0,1405.0,1199.0
417,2,801.0,353.0,208.0,0.0
418,1,948.0,314.0,1392.0,1199.0
418,2,803.0,363.0,198.0,0.0
419,1,927.0,325.0,1375.0,1199.0
419,2,805.0,372.0,190.0,0.0
420,1,909.0,333.0,1357.0,1199.0
420,2,806.0,382.0,181.0,0.0
421,1,895.0,339.0,1340.0,1199.0
421,2,809.0,387.0,176.0,0.0
422,1,878.0,348.0,1322.0,1199.0
422,2,808.0,394.0,172.0,0.0
423,1,865.0,356.0,1305.0,1199.0
423,2,809.0,396.0,171.0,0.0
424,1,849.0,365.0,1288.0,1199.0
424,2,809.0,399.0,170.0,0.0
425,1,833.0,370.0,1270.0,1199.0
425,2,807.0,401.0,168.0,0.0
426,1,827.0,369.0,1262.0,1199.0
426,2,807.0,400.0,166.0,0.0
427,1,820.0,367.0,1246.0,1199.0
427,2,805.0,400.0,166.0,0.0
428,1,817.0,365.0,1241.0,1199.0
428,2,806.0,396.0,166.0,0.0
429,1,806.0,369.0,1227.0,1199.0
429,2,803.0,396.0,167.0,0.0
430,1,802.0,379.0,1219.0,1199.0
430,2,803.0,391.0,167.0,0.0
431,1,801.0,386.0,1198.0,1199.0
431,2,803.0,391.0,168.0,0.0
432,1,769.0,391.0,1187.0,1199.0
432,2,803.0,391.0,166.0,0.0
433,1,759.0,384.0,1181.0,1199.0
433,2,799.0,391.0,168.0,0.0
434,1,754.0,381.0,1186.0,1199.0
434,2,798.0,390.0,170.0,0.0
435,1,754.0,379.0,1188.0,1199.0
435,2,798.0,387.0,169.0,0.0
436,1,799.0,372.0,1185.0,1199.0
436,2,793.0,383.0,173.0,0.0
437,1,776.0,339.0,1202.0,1199.0
437,2,794.0,381.0,172.0,0.0
438,1,783.0,322.0,1213.0,1199.0
438,2,794.0,376.0,174.0,0.0
439,1,784.0,311.0,1218.0,1199.0
439,2,792.0,372.0,178.0,0.0
440,1,791.0,299.0,1220.0,1199.0
440,2,790.0,368.0,178.0,0.0
441,1,798.0,287.0,1235.0,1199.0
441,2,787.0,365.0,184.0,0.0
442,1,814.0,273.0,1248.0,1199.0
442,2,784.0,361.0,185.0,0.0
443,1,826.0,261.0,1264.0,1199.0
443,2,781.0,358.0,188.0,0.0
444,1,832.0,250.0,1271.0,1199.0
444,2,777.0,356.0,188.0,0.0
445,1,834.0,240.0,1284.0,1199.0
445,2,775.0,350.0,191.0,0.0
446,1,834.0,232.0,1292.0,1199.0
446,2,771.0,346.0,194.0,0.0
447,1,833.0,225.0,1302.0,1199.0
447,2,768.0,340.0,197.0,0.0
448,1,838.0,218.0,1315.0,1199.0
448,2,762.0,338.0,198.0,0.0
449,1,846.0,214.0,1322.0,1199.0
449,2,756.0,334.0,197.0,0.0
450,1,846.0,214.0,1330.0,1199.0
450,2,748.0,332.0,193.0,0.0
451,1,847.0,210.0,1342.0,1199.0
451,2,741.0,328.0,194.0,0.0
452,1,853.0,202.0,1354.0,1199.0
452,2,737.0,320.0,200.0,0.0
453,1,857.0,195.0,1368.0,1199.0
453,2,731.0,315.0,204.0,0.0
454,1,865.0,187.0,1388.0,1199.0
454,2,727.0,310.0,206.0,0.0
455,1,871.0,178.0,1412.0,1199.0
455,2,726.0,302.0,215.0,0.0
456,1,884.0,167.0,1441.0,1199.0
456,2,722.0,301.0,217.0,0.0
457,1,893.0,158.0,1461.0,1199.0
457,2,720.0,297.0,219.0,0.0
458,1,895.0,150.0,1488.0,1193.0
458,2,718.0,294.0,220.0,0.0
459,1,902.0,141.0,1502.0,1172.0
459,2,717.0,291.0,223.0,0.0
460,1,909.0,136.0,1523.0,1154.0
460,2,716.0,288.0,227.0,0.0
461,1,923.0,131.0,1546.0,1134.0
461,2,714.0,288.0,234.0,0.0
462,1,933.0,128.0,1366.0,1199.0
462,2,714.0,284.0,231.0,0.0
463,1,940.0,128.0,1387.0,1199.0
463,2,713.0,283.0,236.0,0.0
464,1,942.0,132.0,1398.0,1199.0
464,2,712.0,281.0,239.0,0.0
465,1,939.0,141.0,1415.0,1199.0
465,2,711.0,281.0,237.0,0.0
466,1,928.0,155.0,1414.0,1199.0
466,2,711.0,281.0,237.0,0.0
467,1,920.0,170.0,1428.0,1199.0
467,2,711.0,282.0,237.0,0.0
468,1,922.0,182.0,1434.0,1199.0
468,2,711.0,282.0,240.0,0.0
469,1,996.0,160.0,1445.0,1199.0
469,2,711.0,281.0,241.0,0.0
470,1,1009.0,161.0,1454.0,1199.0
470,2,711.0,281.0,242.0,0.0
471,1,1014.0,160.0,1466.0,1199.0
471,2,712.0,280.0,240.0,0.0
472,1,1011.0,161.0,1470.0,1199.0
472,2,712.0,279.0,244.0,0.0
473,1,1007.0,165.0,1471.0,1199.0
473,2,712.0,278.0,245.0,0.0
474,1,1007.0,172.0,1469.0,1199.0
474,2,711.0,277.0,249.0,0.0
475,1,1009.0,180.0,1472.0,1199.0
475,2,712.0,274.0,249.0,0.0
476,1,1021.0,184.0,1477.0,1195.0
476,2,710.0,274.0,252.0,0.0
477,1,1023.0,189.0,1471.0,1199.0
477,2,711.0,272.0,253.0,0.0
478,1,1022.0,194.0,1473.0,1199.0
478,2,711.0,272.0,254.0,0.0
479,1,1008.0,207.0,1470.0,1199.0
479,2,712.0,273.0,253.0,0.0
480,1,1003.0,220.0,1465.0,1199.0
480,2,712.0,276.0,251.0,0.0
481,1,1005.0,234.0,1460.0,1199.0
481,2,714.0,279.0,249.0,0.0
482,1,1003.0,248.0,1455.0,1199.0
482,2,716.0,284.0,244.0,0.0
483,1,997.0,259.0,1447.0,1199.0
483,2,718.0,289.0,241.0,0.0
484,1,995.0,267.0,1439.0,1199.0
484,2,721.0,292.0,239.0,0.0
485,1,987.0,278.0,1430.0,1199.0
485,2,721.0,299.0,229.0,0.0
486,1,981.0,288.0,1419.0,1199.0
486,2,724.0,303.0,224.0,0.0
487,1,967.0,300.0,1409.0,1199.0
487,2,724.0,311.0,216.0,0.0
488,1,952.0,309.0,1397.0,1199.0
488,2,725.0,316.0,213.0,0.0
489,1,936.0,317.0,1388.0,1199.0
489,2,727.0,319.0,209.0,0.0
490,1,927.0,321.0,1379.0,1199.0
490,2,729.0,322.0,205.0,0.0
491,1,915.0,326.0,1370.0,1199.0
491,2,730.0,327.0,203.0,0.0
492,1,902.0,331.0,1360.0,1199.0
492,2,732.0,331.0,196.0,0.0
493,1,889.0,335.0,1351.0,1199.0
493,2,733.0,335.0,192.0,0.0
494,1,887.0,336.0,1344.0,1199.0
494,2,735.0,339.0,187.0,0.0
495,1,883.0,339.0,1341.0,1199.0
495,2,738.0,344.0,183.0,0.0
496,1,874.0,344.0,1342.0,1199.0
496,2,740.0,349.0,178.0,0.0
497,1,865.0,348.0,1342.0,1199.0
497,2,741.0,355.0,175.0,0.0
498,1,855.0,353.0,1342.0,1199.0
498,2,745.0,358.0,169.0,0.0
499,1,846.0,355.0,1344.0,1199.0
499,2,749.0,362.0,168.0,0.0
500,1,837.0,357.0,1347.0,1199.0
500,2,751.0,370.0,166.0,0.0
501,1,836.0,356.0,1348.0,1199.0
501,2,754.0,376.0,158.0,0.0
502,1,839.0,354.0,1350.0,1199.0
502,2,756.0,382.0,158.0,0.0
503,1,839.0,358.0,1353.0,1199.0
503,2,759.0,388.0,153.0,0.0
504,1,833.0,367.0,1356.0,1199.0
504,2,763.0,392.0,149.0,0.0
505,1,831.0,371.0,1359.0,1199.0
505,2,766.0,397.0,149.0,0.0
506,1,829.0,374.0,1365.0,1199.0
506,2,767.0,401.0,147.0,5.0
507,1,828.0,375.0,1370.0,1199.0
507,2,766.0,404.0,147.0,6.0
508,1,833.0,372.0,1374.0,1199.0
508,2,767.0,401.0,147.0,6.0
509,1,839.0,369.0,1377.0,1199.0
509,2,765.0,401.0,146.0,4.0
510,1,842.0,368.0,1383.0,1193.0
510,2,763.0,399.0,146.0,0.0
511,1,840.0,368.0,1385.0,1192.0
511,2,761.0,398.0,145.0,0.0
512,1,834.0,370.0,1384.0,1184.0
512,2,760.0,397.0,145.0,0.0
513,1,835.0,370.0,1384.0,1178.0
513,2,760.0,397.0,146.0,0.0
514,1,840.0,368.0,1383.0,1163.0
514,2,760.0,401.0,142.0,5.0
515,1,839.0,370.0,1378.0,1153.0
515,2,761.0,405.0,139.0,6.0
516,1,837.0,372.0,1378.0,1150.0
516,2,764.0,409.0,137.0,7.0
517,1,836.0,374.0,1371.0,1138.0
517,2,765.0,419.0,138.0,11.0
518,1,834.0,376.0,1364.0,1122.0
518,2,769.0,424.0,135.0,13.0
519,1,831.0,379.0,1354.0,1113.0
519,2,772.0,428.0,132.0,11.0
520,1,828.0,382.0,1347.0,1097.0
520,2,773.0,433.0,130.0,15.0
521,1,822.0,386.0,1341.0,1088.0
521,2,774.0,435.0,127.0,12.0
522,1,821.0,387.0,1335.0,1080.0
522,2,775.0,435.0,127.0,12.0
523,1,816.0,391.0,1328.0,1067.0
523,2,774.0,437.0,128.0,14.0
524,1,816.0,392.0,1309.0,1038.0
524,2,775.0,437.0,127.0,14.0
525,1,811.0,395.0,1296.0,1021.0
525,2,774.0,440.0,127.0,15.0
526,1,805.0,400.0,1290.0,1010.0
526,2,775.0,442.0,128.0,16.0
527,1,802.0,403.0,1284.0,1008.0
527,2,775.0,444.0,125.0,19.0
528,1,800.0,406.0,1278.0,1000.0
528,2,776.0,444.0,122.0,18.0
529,1,802.0,406.0,1278.0,999.0
529,2,776.0,446.0,122.0,20.0
530,1,801.0,407.0,1278.0,997.0
530,2,776.0,446.0,122.0,20.0
531,1,798.0,409.0,1275.0,990.0
531,2,776.0,447.0,122.0,21.0
532,1,801.0,405.0,1272.0,990.0
532,2,776.0,446.0,124.0,18.0
533,1,803.0,403.0,1273.0,988.0
533,2,776.0,447.0,123.0,21.0
534,1,803.0,404.0,1273.0,988.0
534,2,777.0,447.0,124.0,21.0
535,1,806.0,404.0,1273.0,988.0
535,2,776.0,448.0,125.0,22.0
536,1,806.0,405.0,1273.0,990.0
536,2,777.0,446.0,123.0,21.0
537,1,808.0,405.0,1277.0,992.0
537,2,776.0,448.0,121.0,21.0
538,1,806.0,408.0,1279.0,1000.0
538,2,777.0,447.0,122.0,22.0
539,1,809.0,408.0,1287.0,1008.0
539,2,776.0,448.0,119.0,20.0
540,1,815.0,405.0,1296.0,1019.0
540,2,777.0,446.0,121.0,21.0
541,1,822.0,403.0,1303.0,1026.0
541,2,777.0,447.0,120.0,20.0
542,1,826.0,404.0,1312.0,1031.0
542,2,777.0,448.0,121.0,21.0
543,1,829.0,405.0,1328.0,1057.0
543,2,777.0,448.0,119.0,20.0
544,1,835.0,402.0,1359.0,1099.0
544,2,777.0,448.0,118.0,20.0
545,1,837.0,401.0,1372.0,1122.0
545,2,778.0,447.0,119.0,20.0
546,1,838.0,402.0,1384.0,1145.0
546,2,776.0,451.0,120.0,20.0
547,1,845.0,400.0,1408.0,1187.0
547,2,777.0,452.0,120.0,21.0
548,1,846.0,404.0,1415.0,1196.0
548,2,778.0,453.0,119.0,25.0
549,1,845.0,409.0,1409.0,1197.0
549,2,777.0,457.0,118.0,25.0
550,1,840.0,417.0,1397.0,1199.0
550,2,777.0,460.0,119.0,26.0
551,1,839.0,423.0,1392.0,1199.0
551,2,778.0,461.0,117.0,30.0
552,1,830.0,436.0,1384.0,1199.0
552,2,778.0,463.0,115.0,28.0
553,1,822.0,449.0,1366.0,1199.0
553,2,778.0,464.0,115.0,28.0
554,1,821.0,459.0,1357.0,1199.0
554,2,778.0,465.0,114.0,29.0
555,1,824.0,466.0,1345.0,1199.0
555,2,778.0,466.0,114.0,28.0
556,1,831.0,471.0,1351.0,1195.0
556,2,778.0,467.0,115.0,28.0
557,1,846.0,471.0,1345.0,1199.0
557,2,777.0,470.0,113.0,30.0
558,1,858.0,473.0,1344.0,1199.0
558,2,777.0,471.0,111.0,31.0
559,1,864.0,477.0,1343.0,1199.0
559,2,777.0,473.0,111.0,33.0
560,1,867.0,482.0,1340.0,1199.0
560,2,774.0,475.0,109.0,35.0
561,1,868.0,487.0,1335.0,1199.0
561,2,771.0,479.0,104.0,39.0
562,1,866.0,492.0,1320.0,1199.0
562,2,767.0,484.0,101.0,39.0
563,1,859.0,499.0,1313.0,1199.0
563,2,763.0,491.0,97.0,47.0
564,1,850.0,506.0,1300.0,1199.0
564,2,757.0,499.0,90.0,50.0
565,1,835.0,514.0,1286.0,1199.0
565,2,748.0,511.0,81.0,58.0
566,1,814.0,524.0,1276.0,1199.0
566,2,740.0,522.0,77.0,67.0
567,1,789.0,538.0,1247.0,1199.0
567,2,729.0,534.0,69.0,76.0
568,1,764.0,552.0,1228.0,1199.0
568,2,721.0,541.0,61.0,81.0
569,1,746.0,563.0,1206.0,1199.0
569,2,713.0,550.0,59.0,90.0
570,1,727.0,577.0,1199.0,1199.0
570,2,702.0,561.0,50.0,97.0
571,1,707.0,590.0,1182.0,1199.0
571,2,692.0,575.0,46.0,105.0
572,1,688.0,600.0,1164.0,1199.0
572,2,685.0,584.0,41.0,114.0
573,1,665.0,613.0,1148.0,1199.0
573,2,678.0,593.0,39.0,121.0
574,1,642.0,624.0,1121.0,1199.0
574,2,675.0,597.0,36.0,125.0
575,1,660.0,618.0,1117.0,1199.0
575,2,677.0,592.0,37.0,125.0
576,1,650.0,624.0,1111.0,1199.0
576,2,669.0,607.0,34.0,129.0
577,1,628.0,630.0,1090.0,1199.0
577,2,660.0,619.0,34.0,133.0
578,1,608.0,638.0,1086.0,1199.0
578,2,648.0,635.0,34.0,138.0
579,1,628.0,631.0,1086.0,1199.0
579,2,621.0,638.0,28.0,166.0
580,1,577.0,584.0,1087.0,1199.0
580,2,598.0,638.0,15.0,180.0
581,1,559.0,587.0,1065.0,1199.0
581,2,597.0,682.0,39.0,147.0
582,1,566.0,557.0,1073.0,1199.0
582,2,576.0,703.0,15.0,229.0
583,1,572.0,537.0,1082.0,1194.0
583,2,549.0,733.0,15.0,277.0
584,1,579.0,522.0,1084.0,1195.0
584,2,523.0,765.0,0.0,306.0
585,1,583.0,509.0,1093.0,1199.0
585,2,500.0,775.0,0.0,315.0
586,1,584.0,499.0,1086.0,1184.0
586,2,484.0,789.0,0.0,331.0
587,1,595.0,485.0,1091.0,1193.0
587,2,474.0,801.0,0.0,344.0
588,1,608.0,472.0,1115.0,1194.0
588,2,468.0,811.0,0.0,358.0
589,1,626.0,459.0,1097.0,1199.0
589,2,464.0,818.0,0.0,369.0
590,1,646.0,447.0,1137.0,1199.0
590,2,455.0,831.0,0.0,382.0
591,1,664.0,436.0,1134.0,1199.0
591,2,449.0,841.0,0.0,391.0
592,1,682.0,427.0,1153.0,1199.0
592,2,449.0,844.0,0.0,394.0
593,1,695.0,421.0,1186.0,1199.0
593,2,450.0,845.0,0.0,395.0
594,1,707.0,419.0,1221.0,1194.0
594,2,448.0,849.0,0.0,397.0
595,1,715.0,421.0,1185.0,1199.0
595,2,448.0,850.0,0.0,398.0
596,1,727.0,422.0,1227.0,1192.0
596,2,446.0,854.0,0.0,402.0
597,1,739.0,422.0,1202.0,1199.0
597,2,444.0,857.0,0.0,407.0
598,1,752.0,422.0,1194.0,1199.0
598,2,444.0,857.0,0.0,407.0
599,1,763.0,423.0,1215.0,1199.0
599,2,446.0,855.0,0.0,404.0
600,1,778.0,425.0,1231.0,1199.0
600,2,448.0,855.0,0.0,401.0
601,1,790.0,428.0,1245.0,1199.0
601,2,451.0,855.0,0.0,400.0
602,1,804.0,431.0,1260.0,1199.0
602,2,453.0,855.0,0.0,400.0
603,1,815.0,438.0,1275.0,1199.0
603,2,456.0,855.0,0.0,399.0
604,1,833.0,445.0,1289.0,1199.0
604,2,463.0,852.0,0.0,394.0
605,1,856.0,447.0,1311.0,1199.0
605,2,470.0,849.0,0.0,387.0
606,1,885.0,441.0,1338.0,1199.0
606,2,478.0,845.0,0.0,380.0
607,1,910.0,435.0,1362.0,1199.0
607,2,486.0,841.0,0.0,372.0
608,1,931.0,432.0,1385.0,1199.0
608,2,496.0,832.0,0.0,363.0
609,1,940.0,435.0,1399.0,1199.0
609,2,504.0,828.0,0.0,355.0
610,1,946.0,442.0,1403.0,1199.0
610,2,510.0,825.0,0.0,353.0
611,1,945.0,452.0,1403.0,1199.0
611,2,521.0,819.0,0.0,345.0
612,1,935.0,467.0,1397.0,1199.0
612,2,543.0,804.0,0.0,327.0
613,1,922.0,484.0,1382.0,1199.0
613,2,567.0,789.0,0.0,302.0
614,1,909.0,500.0,1367.0,1199.0
614,2,591.0,775.0,0.0,281.0
615,1,895.0,516.0,1350.0,1199.0
615,2,615.0,760.0,0.0,263.0
616,1,884.0,528.0,1331.0,1199.0
616,2,634.0,749.0,0.0,246.0
617,1,871.0,539.0,1312.0,1199.0
617,2,648.0,745.0,0.0,235.0
618,1,865.0,544.0,1303.0,1199.0
618,2,665.0,736.0,0.0,223.0
619,1,857.0,549.0,1289.0,1199.0
619,2,681.0,723.0,0.0,208.0
620,1,847.0,554.0,1283.0,1199.0
620,2,696.0,708.0,7.0,195.0
621,1,843.0,550.0,1262.0,1199.0
621,2,710.0,692.0,11.0,180.0
622,1,841.0,538.0,1254.0,1199.0
622,2,719.0,682.0,11.0,171.0
623,1,841.0,520.0,1273.0,1199.0
623,2,723.0,675.0,12.0,166.0
624,1,839.0,502.0,1273.0,1199.0
624,2,725.0,671.0,15.0,161.0
625,1,840.0,479.0,1296.0,1199.0
625,2,726.0,667.0,14.0,160.0
626,1,838.0,469.0,1266.0,1199.0
626,2,726.0,663.0,18.0,157.0
627,1,838.0,463.0,1291.0,1199.0
627,2,728.0,653.0,19.0,152.0
628,1,833.0,459.0,1265.0,1199.0
628,2,728.0,646.0,21.0,147.0
629,1,834.0,452.0,1269.0,1199.0
629,2,728.0,640.0,21.0,143.0
630,1,833.0,448.0,1269.0,1199.0
630,2,728.0,634.0,22.0,141.0
631,1,828.0,451.0,1262.0,1199.0
631,2,728.0,629.0,22.0,138.0
632,1,816.0,463.0,1252.0,1199.0
632,2,727.0,628.0,21.0,136.0
633,1,869.0,440.0,1241.0,1199.0
633,2,727.0,626.0,22.0,135.0
634,1,860.0,447.0,1229.0,1199.0
634,2,727.0,625.0,23.0,133.0
635,1,859.0,448.0,1220.0,1199.0
635,2,729.0,620.0,25.0,133.0
636,1,847.0,447.0,1216.0,1199.0
636,2,730.0,615.0,26.0,130.0
637,1,835.0,443.0,1209.0,1199.0
637,2,732.0,609.0,29.0,127.0
638,1,822.0,443.0,1195.0,1199.0
638,2,734.0,602.0,31.0,123.0
639,1,821.0,446.0,1194.0,1199.0
639,2,735.0,596.0,37.0,119.0
640,1,820.0,450.0,1194.0,1199.0
640,2,736.0,590.0,37.0,115.0
641,1,819.0,451.0,1193.0,1199.0
641,2,739.0,582.0,39.0,110.0
642,1,819.0,451.0,1192.0,1199.0
642,2,738.0,581.0,40.0,108.0
643,1,829.0,449.0,1208.0,1199.0
643,2,740.0,576.0,42.0,109.0
644,1,837.0,447.0,1213.0,1199.0
644,2,740.0,573.0,44.0,105.0
645,1,847.0,447.0,1218.0,1199.0
645,2,741.0,569.0,45.0,103.0
646,1,852.0,455.0,1217.0,1199.0
646,2,744.0,560.0,46.0,98.0
647,1,853.0,468.0,1208.0,1199.0
647,2,745.0,555.0,50.0,96.0
648,1,853.0,482.0,1202.0,1199.0
648,2,746.0,550.0,48.0,91.0
649,1,853.0,493.0,1198.0,1199.0
649,2,746.0,547.0,51.0,91.0
650,1,848.0,500.0,1194.0,1199.0
650,2,749.0,541.0,55.0,89.0
651,1,838.0,508.0,1191.0,1199.0
651,2,750.0,541.0,56.0,87.0
652,1,822.0,518.0,1184.0,1199.0
652,2,752.0,538.0,55.0,85.0
653,1,804.0,531.0,1175.0,1199.0
653,2,754.0,537.0,59.0,84.0
654,1,792.0,541.0,1166.0,1199.0
654,2,756.0,536.0,61.0,81.0
655,1,773.0,554.0,1154.0,1199.0
655,2,760.0,531.0,65.0,77.0
656,1,747.0,569.0,1141.0,1199.0
656,2,763.0,527.0,65.0,75.0
657,1,724.0,582.0,1128.0,1199.0
657,2,765.0,523.0,66.0,75.0
658,1,707.0,591.0,1116.0,1199.0
658,2,766.0,522.0,68.0,71.0
659,1,696.0,597.0,1111.0,1199.0
659,2,769.0,518.0,72.0,69.0
660,1,684.0,602.0,1109.0,1199.0
660,2,772.0,514.0,72.0,63.0
661,1,671.0,606.0,1105.0,1199.0
661,2,776.0,508.0,76.0,62.0
662,1,647.0,619.0,1098.0,1199.0
662,2,778.0,505.0,78.0,60.0
663,1,634.0,623.0,1089.0,1199.0
663,2,782.0,499.0,79.0,58.0
664,1,615.0,634.0,1080.0,1199.0
664,2,786.0,494.0,87.0,54.0
665,1,605.0,642.0,1068.0,1199.0
665,2,793.0,485.0,94.0,50.0
666,1,594.0,647.0,1059.0,1199.0
666,2,799.0,477.0,99.0,45.0
